obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""419.598""","=""0.002""","=""419.60409""","=""0.00004""","=""""","=""1.96e+05""",B,"=""2.104429202""","=""[5.05838693]""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.13d""","=""2D""","=""5/2""",,"=""T7799""","=""L9493""",
"=""419.914""","=""0.002""","=""419.91362""","=""0.00004""","=""""","=""""",,"=""2.102297177""","=""[5.05407748]""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.14s""","=""2S""","=""1/2""",,"=""""","=""L9493""",
"=""420.216""","=""0.002""","=""420.21714""","=""0.00004""","=""""","=""1.09e+05""",B,"=""2.104429202""","=""[5.05407748]""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.14s""","=""2S""","=""1/2""",,"=""T7799""","=""L9493""",
"=""420.49""","=""0.02""","=""420.486""","=""0.012""","=""46""","=""2.5e+07""",D,"=""33.2915""","=""36.2392""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""5/2""","=""2p5.3s.(3P*).3d""","=""4P*""","=""3/2""",,"=""T5209""","=""L6269""",
"=""421.309""","=""0.002""","=""421.30057""","=""0.00004""","=""""","=""""",,"=""2.102297177""","=""[5.04436022]""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.12d""","=""2D""","=""3/2""",,"=""""","=""L9493""",
"=""421.613""","=""0.002""","=""421.60610""","=""0.00004""","=""""","=""4.20e+04""",B,"=""2.104429202""","=""[5.04436022]""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.12d""","=""2D""","=""3/2""",,"=""T7799""","=""L9493""",
"=""421.613""","=""0.002""","=""421.60610""","=""0.00004""","=""""","=""2.52e+05""",B,"=""2.104429202""","=""[5.04436022]""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.12d""","=""2D""","=""5/2""",,"=""T7799""","=""L9493""",
"=""422.076""","=""0.002""","=""422.08966""","=""0.00004""","=""""","=""""",,"=""2.102297177""","=""[5.03886016]""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.13s""","=""2S""","=""1/2""",,"=""""","=""L9493""",
"=""422.381""","=""0.002""","=""422.39634""","=""0.00004""","=""""","=""1.40e+05""",B,"=""2.104429202""","=""[5.03886016]""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.13s""","=""2S""","=""1/2""",,"=""T7799""","=""L9493""",
"=""423.8987""","=""0.0008""","=""423.89828""","=""0.00004""","=""2""","=""""",,"=""2.102297177""","=""[5.02633118]""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.11d""","=""2D""","=""3/2""",,"=""""","=""L6096""",
"=""424.2082""","=""0.0008""","=""424.20759""","=""0.00004""","=""3*""","=""5.54e+04""",B,"=""2.104429202""","=""[5.02633118]""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.11d""","=""2D""","=""3/2""",,"=""T7799""","=""L6096""",
"=""424.2082""","=""0.0008""","=""424.20763""","=""0.00004""","=""3*""","=""3.32e+05""",B,"=""2.104429202""","=""[5.02633094]""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.11d""","=""2D""","=""5/2""",,"=""T7799""","=""L6096""",
"=""424.9410""","=""0.0008""","=""424.94081""","=""0.00004""","=""1""","=""""",,"=""2.102297177""","=""5.01915758""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.12s""","=""2S""","=""1/2""",,"=""""","=""L6096""",
"=""425.2520""","=""0.0008""","=""425.25165""","=""0.00004""","=""2""","=""1.84e+05""",B,"=""2.104429202""","=""5.01915758""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.12s""","=""2S""","=""1/2""",,"=""T7799""","=""L6096""",
"=""425.38""","=""0.02""","=""425.376""","=""0.013""","=""17""","=""5.e+06""",D,"=""33.3390""","=""36.2529""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""3/2""","=""2p5.3s.(3P*).3d""","=""4D*""","=""5/2""",,"=""T5209""","=""L6269""",
"=""427.3642""","=""0.0008""","=""427.36265""","=""0.00004""","=""4""","=""3.91e+05""",C,"=""2.102297177""","=""5.00262826""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.10d""","=""2D""","=""3/2""",,"=""c58,LS""","=""L6096""",
"=""427.39""","=""0.02""","=""427.380""","=""0.013""","=""23""","=""1.6e+07""",D,"=""33.3390""","=""36.2392""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""3/2""","=""2p5.3s.(3P*).3d""","=""4P*""","=""3/2""",,"=""T5209""","=""L6269""",
"=""427.6787""","=""0.0008""","=""427.67704""","=""0.00004""","=""5*""","=""7.8e+04""",C,"=""2.104429202""","=""5.00262826""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.10d""","=""2D""","=""3/2""",,"=""c58,LS""","=""L6096""",
"=""427.6787""","=""0.0008""","=""427.67709""","=""0.00004""","=""5*""","=""4.69e+05""",C,"=""2.104429202""","=""5.00262788""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.10d""","=""2D""","=""5/2""",,"=""c58,LS""","=""L6096""",
"=""428.67""","=""0.02""","=""428.655""","=""0.013""","=""46""","=""2.8e+07""",D,"=""33.3390""","=""36.2306""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""3/2""","=""2p5.3s.(3P*).3d""","=""4P*""","=""1/2""",,"=""T5209""","=""L6269""",
"=""428.7838""","=""0.0008""","=""428.78363""","=""0.00004""","=""2""","=""""",,"=""2.102297177""","=""4.99301675""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.11s""","=""2S""","=""1/2""",,"=""""","=""L6096""",
"=""429.1006""","=""0.0008""","=""429.10012""","=""0.00004""","=""3""","=""2.47e+05""",B,"=""2.104429202""","=""4.99301675""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.11s""","=""2S""","=""1/2""",,"=""T7799""","=""L6096""",
"=""432.1400""","=""0.0008""","=""432.1401""","=""0.0004""","=""6""","=""""",,"=""2.102297177""","=""4.9705650""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.9d""","=""2D""","=""3/2""",,"=""""","=""L6096""",
"=""432.4615""","=""0.0008""","=""432.4615""","=""0.0004""","=""7*""","=""1.14e+05""",B,"=""2.104429202""","=""4.9705650""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.9d""","=""2D""","=""3/2""",,"=""T7799""","=""L6096""",
"=""432.4615""","=""0.0008""","=""432.4615""","=""0.0004""","=""7*""","=""6.84e+05""",B,"=""2.104429202""","=""4.9705650""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.9d""","=""2D""","=""5/2""",,"=""T7799""","=""L6096""",
"=""432.63""","=""0.04""","=""432.700""","=""0.013""","=""""","=""""",,"=""32.7002""","=""35.5648""","=""2p5.(2P*).3s.3p.(3P*)""","=""4S""","=""3/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""3/2""",,"=""""","=""L10065""",
"=""434.1489""","=""0.0008""","=""434.1489""","=""0.0004""","=""4""","=""3.26e+05""",C+,"=""2.102297177""","=""4.9572937""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.10s""","=""2S""","=""1/2""",,"=""c30""","=""L6096""",
"=""434.4736""","=""0.0008""","=""434.4733""","=""0.0004""","=""5""","=""6.50e+05""",C+,"=""2.104429202""","=""4.9572937""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.10s""","=""2S""","=""1/2""",,"=""c30""","=""L6096""",
"=""439.0029""","=""0.0008""","=""439.0022""","=""0.0004""","=""8""","=""9.83e+05""",B+,"=""2.102297177""","=""4.9257310""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.8d""","=""2D""","=""3/2""",,"=""c30""","=""L6096""",
"=""439.3340""","=""0.0008""","=""439.3340""","=""0.0004""","=""9*""","=""1.17e+06""",B+,"=""2.104429202""","=""4.9257310""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.8d""","=""2D""","=""5/2""",,"=""c30""","=""L6096""",
"=""439.3340""","=""0.0008""","=""439.3340""","=""0.0004""","=""9*""","=""1.95e+05""",B,"=""2.104429202""","=""4.9257310""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.8d""","=""2D""","=""3/2""",,"=""c30""","=""L6096""",
"=""441.9885""","=""0.0008""","=""441.9883""","=""0.0004""","=""6""","=""2.82e+05""",C+,"=""2.102297177""","=""4.9066561""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.9s""","=""2S""","=""1/2""",,"=""c30""","=""L6096""",
"=""442.3246""","=""0.0008""","=""442.3246""","=""0.0004""","=""7""","=""5.61e+05""",C+,"=""2.104429202""","=""4.9066561""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.9s""","=""2S""","=""1/2""",,"=""c30""","=""L6096""",
"=""443.23""","=""0.02""","=""443.234""","=""0.014""","=""310""","=""1.4e+07""",D,"=""32.7002""","=""35.4967""","=""2p5.(2P*).3s.3p.(3P*)""","=""4S""","=""3/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""5/2""",,"=""T5209""","=""L6269""",
"=""449.4177""","=""0.0009""","=""449.4180""","=""0.0004""","=""10""","=""1.23e+06""",B+,"=""2.102297177""","=""4.8602959""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.7d""","=""2D""","=""3/2""",,"=""c30""","=""L6096""",
"=""449.7658""","=""0.0009""","=""449.7657""","=""0.0004""","=""11*""","=""1.46e+06""",B+,"=""2.104429202""","=""4.8602959""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.7d""","=""2D""","=""5/2""",,"=""c30""","=""L6096""",
"=""449.7658""","=""0.0009""","=""449.7657""","=""0.0004""","=""11*""","=""2.44e+05""",B,"=""2.104429202""","=""4.8602959""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.7d""","=""2D""","=""3/2""",,"=""c30""","=""L6096""",
"=""454.1633""","=""0.0009""","=""454.1633""","=""0.0004""","=""7""","=""3.76e+05""",B,"=""2.102297177""","=""4.8314795""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.8s""","=""2S""","=""1/2""",,"=""c30""","=""L6096""",
"=""454.5186""","=""0.0009""","=""454.5184""","=""0.0004""","=""8""","=""7.50e+05""",B,"=""2.104429202""","=""4.8314795""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.8s""","=""2S""","=""1/2""",,"=""c30""","=""L6096""",
"=""466.48107""","=""0.00005""","=""466.48107""","=""0.00004""","=""1""","=""2.08e+06""",B+,"=""2.102297177""","=""4.75941465""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.6d""","=""2D""","=""3/2""",,"=""c30""","=""L15039""",
"=""466.85595""","=""0.00005""","=""466.85567""","=""0.00004""","=""2*""","=""4.14e+05""",B+,"=""2.104429202""","=""4.75941465""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.6d""","=""2D""","=""3/2""",,"=""c30""","=""L15039""",
"=""466.85595""","=""0.00005""","=""466.85595""","=""0.00004""","=""2*""","=""2.49e+06""",A,"=""2.104429202""","=""4.75941304""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.6d""","=""2D""","=""5/2""",,"=""c30""","=""L15039""",
"=""474.79410""","=""0.00005""","=""474.79412""","=""0.00005""","=""1""","=""6.19e+05""",B,"=""2.102297177""","=""4.71289256""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.7s""","=""2S""","=""1/2""",,"=""c30""","=""L15039""",
"=""475.18218""","=""0.00005""","=""475.18219""","=""0.00005""","=""2""","=""1.23e+06""",B,"=""2.104429202""","=""4.71289256""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.7s""","=""2S""","=""1/2""",,"=""c30""","=""L15039""",
"=""497.53""","=""0.03""","=""497.559""","=""0.020""","=""""","=""""",,"=""33.1388""","=""35.6299""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""3/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""1/2""",,"=""""","=""L10065""",
"=""497.85414""","=""0.00005""","=""497.85414""","=""0.00005""","=""1""","=""4.09e+06""",A,"=""2.102297177""","=""4.59197449""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.5d""","=""2D""","=""3/2""",,"=""c30""","=""L15039""",
"=""""","=""""","=""498.28084""","=""0.00005""","=""""","=""8.15e+05""",A,"=""2.104429202""","=""4.59197449""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.5d""","=""2D""","=""3/2""",,"=""c30""","=""""",
"=""498.28134""","=""0.00005""","=""498.28134""","=""0.00005""","=""2""","=""4.88e+06""",A,"=""2.104429202""","=""4.59197201""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.5d""","=""2D""","=""5/2""",,"=""c30""","=""L15039""",
"=""501.98""","=""0.02""","=""501.979""","=""0.015""","=""""","=""""",,"=""33.0956""","=""35.5648""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""5/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""3/2""",,"=""""","=""L10065""",
"=""504.94""","=""0.02""","=""504.940""","=""0.018""","=""""","=""""",,"=""33.1752""","=""35.6299""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""1/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""1/2""",,"=""""","=""L10065""",
"=""507.12""","=""0.02""","=""507.120""","=""0.015""","=""270""","=""4.1e+07""",D,"=""33.0525""","=""35.4967""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""7/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""5/2""",,"=""T5209""","=""L6269""",
"=""510.96""","=""0.02""","=""510.917""","=""0.013""","=""""","=""""",,"=""33.1388""","=""35.5648""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""3/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""3/2""",,"=""""","=""L10065""",
"=""514.88381""","=""0.00005""","=""514.88383""","=""0.00005""","=""1""","=""1.14e+06""",B+,"=""2.102297177""","=""4.50962989""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.6s""","=""2S""","=""1/2""",,"=""c30""","=""L15039""",
"=""515.34024""","=""0.00005""","=""515.34024""","=""0.00005""","=""2""","=""2.27e+06""",B+,"=""2.104429202""","=""4.50962989""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.6s""","=""2S""","=""1/2""",,"=""c30""","=""L15039""",
"=""516.25""","=""0.02""","=""516.212""","=""0.013""","=""83""","=""1.5e+07""",D,"=""33.0956""","=""35.4967""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""5/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""5/2""",,"=""T5209""","=""L6269""",
"=""525.64""","=""0.02""","=""525.669""","=""0.014""","=""7""","=""2.e+06""",D,"=""33.1388""","=""35.4967""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""3/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""5/2""",,"=""T5209""","=""L6269""",
"=""541.10""","=""0.04""","=""541.051""","=""0.023""","=""""","=""""",,"=""33.3390""","=""35.6299""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""3/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""1/2""",,"=""""","=""L10065""",
"=""545.19""","=""0.02""","=""545.236""","=""0.015""","=""""","=""""",,"=""33.2915""","=""35.5648""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""5/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""3/2""",,"=""""","=""L10065""",
"=""546.64""","=""0.05""","=""546.65""","=""0.03""","=""""","=""""",,"=""33.3625""","=""35.6299""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""1/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""1/2""",,"=""""","=""L10065""",
"=""556.99""","=""0.09""","=""556.883""","=""0.019""","=""""","=""""",,"=""33.3390""","=""35.5648""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""3/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""3/2""",,"=""""","=""L10065""",
"=""562.10""","=""0.02""","=""562.068""","=""0.016""","=""42""","=""1.4e+07""",D,"=""33.2915""","=""35.4967""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""5/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""5/2""",,"=""T5209""","=""L6269""",
"=""562.85""","=""0.05""","=""562.81""","=""0.04""","=""""","=""""",,"=""33.3625""","=""35.5648""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""1/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""3/2""",,"=""""","=""L10065""",
"=""568.26333""","=""0.00005""","=""568.26333""","=""0.00006""","=""5""","=""1.01e+07""",A,"=""2.102297177""","=""4.28350081""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.4d""","=""2D""","=""3/2""",,"=""c30""","=""L15039""",
"=""568.81934""","=""0.00005""","=""568.81933""","=""0.00006""","=""1""","=""2.02e+06""",A,"=""2.104429202""","=""4.28350081""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.4d""","=""2D""","=""3/2""",,"=""c30""","=""L15039""",
"=""568.82046""","=""0.00005""","=""568.82047""","=""0.00006""","=""9""","=""1.21e+07""",A,"=""2.104429202""","=""4.28349647""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.4d""","=""2D""","=""5/2""",,"=""c30""","=""L15039""",
"=""574.42""","=""0.02""","=""574.454""","=""0.017""","=""12""","=""4.e+06""",D,"=""33.3390""","=""35.4967""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""3/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""5/2""",,"=""T5209""","=""L6269""",
"=""588.995095""","=""0.000003""","=""588.995094""","=""0.000003""","=""80000""","=""6.16e+07""",AA,"=""0.000000000""","=""2.104429202""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.3p""","=""2P*""","=""3/2""",,"=""T6617,T6568,T6567""","=""L5918""",
"=""589.592424""","=""0.000003""","=""589.592424""","=""0.000003""","=""40000""","=""6.14e+07""",AA,"=""0.000000000""","=""2.102297177""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.3p""","=""2P*""","=""1/2""",,"=""T6617,T6567""","=""L5918""",
"=""615.42253""","=""0.00005""","=""615.42255""","=""0.00008""","=""1""","=""2.50e+06""",A,"=""2.102297177""","=""4.11635883""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.5s""","=""2S""","=""1/2""",,"=""c30""","=""L15039""",
"=""616.07470""","=""0.00005""","=""616.07471""","=""0.00008""","=""2""","=""4.98e+06""",A,"=""2.104429202""","=""4.11635883""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.5s""","=""2S""","=""1/2""",,"=""c30""","=""L15039""",
"=""""","=""""","=""663.19524""","=""0.00016""","=""""","=""6.3e+03""",C',"=""3.1913531""","=""[5.06033472]""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.14p""","=""2P*""","=""3/2""",,"=""T817""","=""""",
"=""""","=""""","=""663.19872""","=""0.00016""","=""""","=""6.3e+03""",C',"=""3.1913531""","=""[5.06032492]""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.14p""","=""2P*""","=""1/2""",,"=""T817""","=""""",
"=""""","=""""","=""668.02155""","=""0.00016""","=""""","=""8.5e+03""",C',"=""3.1913531""","=""[5.04683185]""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.13p""","=""2P*""","=""3/2""",,"=""T817""","=""""",
"=""""","=""""","=""668.02601""","=""0.00016""","=""""","=""8.5e+03""",C',"=""3.1913531""","=""[5.04681945]""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.13p""","=""2P*""","=""1/2""",,"=""T817""","=""""",
"=""""","=""""","=""674.30854""","=""0.00016""","=""""","=""1.11e+04""",C',"=""3.1913531""","=""[5.02953221]""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.12p""","=""2P*""","=""3/2""",,"=""T817""","=""""",
"=""""","=""""","=""674.31445""","=""0.00016""","=""""","=""1.11e+04""",C',"=""3.1913531""","=""[5.02951609]""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.12p""","=""2P*""","=""1/2""",,"=""T817""","=""""",
"=""""","=""""","=""682.72719""","=""0.00017""","=""""","=""1.53e+04""",C',"=""3.1913531""","=""5.00686591""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.11p""","=""2P*""","=""3/2""",,"=""T817""","=""""",
"=""""","=""""","=""682.73521""","=""0.00017""","=""""","=""1.53e+04""",C',"=""3.1913531""","=""5.00684459""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.11p""","=""2P*""","=""1/2""",,"=""T817""","=""""",
"=""""","=""""","=""694.39549""","=""0.00017""","=""""","=""2.23e+04""",C',"=""3.1913531""","=""4.97635910""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.10p""","=""2P*""","=""3/2""",,"=""T817""","=""""",
"=""""","=""""","=""694.40672""","=""0.00017""","=""""","=""2.23e+04""",C',"=""3.1913531""","=""4.97633022""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.10p""","=""2P*""","=""1/2""",,"=""T817""","=""""",
"=""""","=""""","=""711.30404""","=""0.00018""","=""""","=""4.43e+04""",C+,"=""3.1913531""","=""[4.93392762]""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.9p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""711.32080""","=""0.00018""","=""""","=""4.32e+04""",C+,"=""3.1913531""","=""[4.93388658]""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.9p""","=""2P*""","=""1/2""",,"=""c30""","=""""",
"=""737.323""","=""0.002""","=""737.3231""","=""0.0011""","=""2""","=""5.42e+04""",B,"=""3.1913531""","=""4.8724352""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.8p""","=""2P*""","=""3/2""",,"=""c30""","=""L6096""",
"=""737.349""","=""0.002""","=""737.3497""","=""0.0011""","=""1""","=""5.30e+04""",B,"=""3.1913531""","=""4.8723744""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.8p""","=""2P*""","=""1/2""",,"=""c30""","=""L6096""",
"=""""","=""""","=""750.7464""","=""0.0011""","=""""","=""8.93e+00""",A,"=""2.102297177""","=""3.7533216""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.4p""","=""2P*""","=""3/2""",E2,"=""c27""","=""""",
"=""""","=""""","=""750.7464""","=""0.0011""","=""""","=""6.24e-06""",D+,"=""2.102297177""","=""3.7533216""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.4p""","=""2P*""","=""3/2""",M1,"=""c27""","=""""",
"=""""","=""""","=""751.0617""","=""0.0011""","=""""","=""1.15e-06""",D,"=""2.102297177""","=""3.7526285""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.4p""","=""2P*""","=""1/2""",M1,"=""c27""","=""""",
"=""""","=""""","=""751.7172""","=""0.0011""","=""""","=""8.88e+00""",A,"=""2.104429202""","=""3.7533216""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.4p""","=""2P*""","=""3/2""",E2,"=""c27""","=""""",
"=""""","=""""","=""751.7172""","=""0.0011""","=""""","=""4.28e-05""",C,"=""2.104429202""","=""3.7533216""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.4p""","=""2P*""","=""3/2""",M1,"=""c27""","=""""",
"=""""","=""""","=""752.0333""","=""0.0011""","=""""","=""1.78e+01""",A,"=""2.104429202""","=""3.7526285""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.4p""","=""2P*""","=""1/2""",E2,"=""c27""","=""""",
"=""""","=""""","=""752.0333""","=""0.0011""","=""""","=""8.84e-06""",D+,"=""2.104429202""","=""3.7526285""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.4p""","=""2P*""","=""1/2""",M1,"=""c27""","=""""",
"=""780.978""","=""0.002""","=""780.9783""","=""0.0012""","=""4""","=""9.91e+04""",B,"=""3.1913531""","=""4.7784663""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.7p""","=""2P*""","=""3/2""",,"=""c30""","=""L6096""",
"=""781.024""","=""0.002""","=""781.0241""","=""0.0012""","=""3""","=""9.72e+04""",B,"=""3.1913531""","=""4.7783733""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.7p""","=""2P*""","=""1/2""",,"=""c30""","=""L6096""",
"=""818.32556""","=""0.00005""","=""818.32556""","=""0.00013""","=""5""","=""4.29e+07""",A+,"=""2.102297177""","=""3.61697701""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.3d""","=""2D""","=""3/2""",,"=""c30""","=""L15039""",
"=""819.47905""","=""0.00005""","=""819.47904""","=""0.00013""","=""1""","=""8.57e+06""",A,"=""2.104429202""","=""3.61697701""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.3d""","=""2D""","=""3/2""",,"=""c30""","=""L15039""",
"=""819.48237""","=""0.00005""","=""819.48240""","=""0.00013""","=""9""","=""5.14e+07""",A+,"=""2.104429202""","=""3.61697081""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.3d""","=""2D""","=""5/2""",,"=""c30""","=""L15039""",
"=""864.992""","=""0.002""","=""864.9931""","=""0.0015""","=""7""","=""2.25e+05""",B+,"=""3.1913531""","=""4.6243143""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.6p""","=""2P*""","=""3/2""",,"=""c30""","=""L6096""",
"=""865.089""","=""0.002""","=""865.0897""","=""0.0015""","=""6""","=""2.21e+05""",B+,"=""3.1913531""","=""4.6241543""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.6p""","=""2P*""","=""1/2""",,"=""c30""","=""L6096""",
"=""""","=""""","=""879.30809""","=""0.00022""","=""""","=""1.63e+04""",C',"=""3.61697081""","=""[5.02660370]""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.11f""","=""2F*""","=""5/2""",,"=""T817""","=""""",
"=""""","=""""","=""879.30809""","=""0.00022""","=""""","=""2.45e+05""",C',"=""3.61697081""","=""[5.02660370]""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.11f""","=""2F*""","=""7/2""",,"=""T817""","=""""",
"=""""","=""""","=""879.31196""","=""0.00022""","=""""","=""2.29e+05""",C',"=""3.61697701""","=""[5.02660370]""","=""2p6.3d""","=""2D""","=""3/2""","=""2p6.11f""","=""2F*""","=""5/2""",,"=""T817""","=""""",
"=""894.296""","=""0.002""","=""894.29495""","=""0.00023""","=""2*""","=""3.71e+05""",C',"=""3.61697081""","=""[5.00298074]""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.10f""","=""2F*""","=""7/2""",,"=""T817""","=""L6096""",
"=""894.296""","=""0.002""","=""894.29495""","=""0.00023""","=""2*""","=""2.47e+04""",C',"=""3.61697081""","=""[5.00298074]""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.10f""","=""2F*""","=""5/2""",,"=""T817""","=""L6096""",
"=""""","=""""","=""894.29895""","=""0.00023""","=""""","=""3.46e+05""",C',"=""3.61697701""","=""[5.00298074]""","=""2p6.3d""","=""2D""","=""3/2""","=""2p6.10f""","=""2F*""","=""5/2""",,"=""T817""","=""""",
"=""915.388""","=""0.002""","=""915.3862""","=""0.0017""","=""4*""","=""5.3e+05""",C',"=""3.61697081""","=""4.9710460""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.9f""","=""2F*""","=""7/2""",,"=""T817""","=""L6096""",
