obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""915.388""","=""0.002""","=""915.3862""","=""0.0017""","=""4*""","=""3.5e+04""",C',"=""3.61697081""","=""4.9710460""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.9f""","=""2F*""","=""5/2""",,"=""T817""","=""L6096""",
"=""""","=""""","=""915.3904""","=""0.0017""","=""""","=""4.9e+05""",C',"=""3.61697701""","=""4.9710460""","=""2p6.3d""","=""2D""","=""3/2""","=""2p6.9f""","=""2F*""","=""5/2""",,"=""T817""","=""""",
"=""""","=""""","=""941.1865""","=""0.0003""","=""""","=""1.94e+02""",D+,"=""3.61697081""","=""[4.93392762]""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.9p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""941.1909""","=""0.0003""","=""""","=""2.15e+01""",D,"=""3.61697701""","=""[4.93392762]""","=""2p6.3d""","=""2D""","=""3/2""","=""2p6.9p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""941.2202""","=""0.0003""","=""""","=""2.48e+02""",D+,"=""3.61697701""","=""[4.93388658]""","=""2p6.3d""","=""2D""","=""3/2""","=""2p6.9p""","=""2P*""","=""1/2""",,"=""c30""","=""""",
"=""946.594""","=""0.002""","=""946.5914""","=""0.0018""","=""6*""","=""9.57e+05""",B+,"=""3.61697081""","=""4.9264080""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.8f""","=""2F*""","=""7/2""",,"=""c30""","=""L6096""",
"=""946.594""","=""0.002""","=""946.5914""","=""0.0018""","=""6*""","=""6.38e+04""",B+,"=""3.61697081""","=""4.9264080""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.8f""","=""2F*""","=""5/2""",,"=""c30""","=""L6096""",
"=""""","=""""","=""946.5959""","=""0.0018""","=""""","=""8.93e+05""",B+,"=""3.61697701""","=""4.9264080""","=""2p6.3d""","=""2D""","=""3/2""","=""2p6.8f""","=""2F*""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""949.2581""","=""0.0018""","=""""","=""8.3e+04""",C,"=""3.7526285""","=""[5.05838717]""","=""2p6.4p""","=""2P*""","=""1/2""","=""2p6.13d""","=""2D""","=""3/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""949.7622""","=""0.0018""","=""""","=""1.66e+04""",C,"=""3.7533216""","=""[5.05838717]""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.13d""","=""2D""","=""3/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""949.7624""","=""0.0018""","=""""","=""1.00e+05""",C,"=""3.7533216""","=""[5.05838693]""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.13d""","=""2D""","=""5/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""952.4015""","=""0.0018""","=""""","=""2.85e+04""",C,"=""3.7526285""","=""[5.05407748]""","=""2p6.4p""","=""2P*""","=""1/2""","=""2p6.14s""","=""2S""","=""1/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""952.9090""","=""0.0018""","=""""","=""5.7e+04""",C,"=""3.7533216""","=""[5.05407748]""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.14s""","=""2S""","=""1/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""959.5661""","=""0.0019""","=""""","=""1.07e+05""",C,"=""3.7526285""","=""[5.04436022]""","=""2p6.4p""","=""2P*""","=""1/2""","=""2p6.12d""","=""2D""","=""3/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""960.0813""","=""0.0019""","=""""","=""1.28e+05""",C,"=""3.7533216""","=""[5.04436022]""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.12d""","=""2D""","=""5/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""960.0813""","=""0.0019""","=""""","=""2.14e+04""",C,"=""3.7533216""","=""[5.04436022]""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.12d""","=""2D""","=""3/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""963.6693""","=""0.0019""","=""""","=""3.33e+04""",C,"=""3.7526285""","=""[5.03886016]""","=""2p6.4p""","=""2P*""","=""1/2""","=""2p6.13s""","=""2S""","=""1/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""964.1889""","=""0.0019""","=""""","=""6.6e+04""",C,"=""3.7533216""","=""[5.03886016]""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.13s""","=""2S""","=""1/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""973.1487""","=""0.0019""","=""""","=""1.41e+05""",C,"=""3.7526285""","=""[5.02633118]""","=""2p6.4p""","=""2P*""","=""1/2""","=""2p6.11d""","=""2D""","=""3/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""973.6785""","=""0.0019""","=""""","=""2.81e+04""",C,"=""3.7533216""","=""[5.02633118]""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.11d""","=""2D""","=""3/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""973.6787""","=""0.0019""","=""""","=""1.69e+05""",C,"=""3.7533216""","=""[5.02633094]""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.11d""","=""2D""","=""5/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""978.6606""","=""0.0019""","=""""","=""4.02e+04""",C,"=""3.7526285""","=""5.01915758""","=""2p6.4p""","=""2P*""","=""1/2""","=""2p6.12s""","=""2S""","=""1/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""979.1964""","=""0.0019""","=""""","=""8.0e+04""",C,"=""3.7533216""","=""5.01915758""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.12s""","=""2S""","=""1/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""987.2858""","=""0.0020""","=""""","=""2.81e+02""",C,"=""3.61697081""","=""4.8724352""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.8p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""987.2907""","=""0.0020""","=""""","=""3.12e+01""",D+,"=""3.61697701""","=""4.8724352""","=""2p6.3d""","=""2D""","=""3/2""","=""2p6.8p""","=""2P*""","=""3/2""",,"=""c30""","=""""",
"=""""","=""""","=""987.3384""","=""0.0020""","=""""","=""3.54e+02""",C,"=""3.61697701""","=""4.8723744""","=""2p6.3d""","=""2D""","=""3/2""","=""2p6.8p""","=""2P*""","=""1/2""",,"=""c30""","=""""",
"=""""","=""""","=""991.6019""","=""0.0020""","=""""","=""1.92e+05""",C,"=""3.7526285""","=""5.00262826""","=""2p6.4p""","=""2P*""","=""1/2""","=""2p6.10d""","=""2D""","=""3/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""992.1520""","=""0.0020""","=""""","=""3.83e+04""",C,"=""3.7533216""","=""5.00262826""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.10d""","=""2D""","=""3/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""992.1523""","=""0.0020""","=""""","=""2.30e+05""",C,"=""3.7533216""","=""5.00262788""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.10d""","=""2D""","=""5/2""",,"=""c58,LS""","=""""",
"=""996.128""","=""0.003""","=""996.1256""","=""0.0020""","=""7*""","=""1.27e+06""",A,"=""3.61697081""","=""4.8612940""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.7f""","=""2F*""","=""7/2""",,"=""c30""","=""L6096""",
"=""996.128""","=""0.003""","=""996.1256""","=""0.0020""","=""7*""","=""8.45e+04""",B+,"=""3.61697081""","=""4.8612940""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.7f""","=""2F*""","=""5/2""",,"=""c30""","=""L6096""",
"=""""","=""""","=""996.1306""","=""0.0020""","=""""","=""1.18e+06""",B+,"=""3.61697701""","=""4.8612940""","=""2p6.3d""","=""2D""","=""3/2""","=""2p6.7f""","=""2F*""","=""5/2""",,"=""c30""","=""""",
"=""""","=""""","=""999.2856""","=""0.0020""","=""""","=""5.6e+04""",C,"=""3.7526285""","=""4.99301675""","=""2p6.4p""","=""2P*""","=""1/2""","=""2p6.11s""","=""2S""","=""1/2""",,"=""c58,LS""","=""""",
"=""""","=""""","=""999.8443""","=""0.0020""","=""""","=""1.11e+05""",C,"=""3.7533216""","=""4.99301675""","=""2p6.4p""","=""2P*""","=""3/2""","=""2p6.11s""","=""2S""","=""1/2""",,"=""c58,LS""","=""""",
